order_id,customer_id,product_id,order_date,quantity,sales_amount
ORD00033,CUST0195,PROD043,2026-05-01,5,22803.4
ORD00034,CUST0785,PROD031,2026-01-15,4,8963.14
ORD00035,CUST0820,PROD004,2024-06-29,1,2963.73
ORD00036,CUST0411,PROD034,2025-01-02,4,7842.28
ORD00037,CUST0542,PROD047,2025-04-14,2,5990.21
ORD00038,CUST0117,PROD038,2026-04-19,3,8601.15
ORD00039,CUST0844,PROD012,2024-12-26,2,2393.31
ORD00040,CUST0305,PROD008,2024-08-21,1,3515.59
ORD00041,CUST0932,PROD007,2025-02-21,4,18104.64
ORD00042,CUST0641,PROD023,2025-01-28,5,13733.75
ORD00043,CUST0364,PROD010,2024-11-08,3,7397.76
ORD00044,CUST0017,PROD025,2026-03-18,4,4257.12
ORD00045,CUST0974,PROD012,2026-03-21,4,14769.53
ORD00046,CUST0765,PROD020,2025-05-25,1,4948.75
ORD00047,CUST0932,PROD040,2025-08-24,5,15162.06
ORD00048,CUST0250,PROD035,2025-01-19,4,3840.84
ORD00049,CUST0735,PROD047,2024-09-24,2,1379.39
ORD00050,CUST0952,PROD012,2025-08-18,3,6284.27
ORD00051,CUST0715,PROD039,2026-03-08,5,6284.02
ORD00052,CUST0810,PROD048,2025-08-28,2,9759.89
ORD00053,CUST0232,PROD004,2024-07-11,4,8654.39
ORD00054,CUST0117,PROD043,2026-01-20,3,4910.3
ORD00055,CUST0790,PROD008,2026-04-25,4,7677.99
ORD00056,CUST0739,PROD041,2025-04-01,1,2690.92
ORD00057,CUST0699,PROD045,2024-10-21,1,1085.75
ORD00058,CUST0871,PROD028,2025-01-04,1,2839.69
ORD00059,CUST0447,PROD041,2025-11-13,1,4282.41
ORD00060,CUST0972,PROD013,2026-03-03,2,8109.14
ORD00061,CUST0098,PROD017,2024-07-08,3,8328.52
ORD00062,CUST0989,PROD048,2025-01-16,5,7331.3
ORD00063,CUST0663,PROD043,2024-07-16,2,6427.33
ORD00064,CUST0242,PROD029,2024-12-23,5,22512.25
ORD00065,CUST0080,PROD009,2026-06-08,3,1557.09
ORD00066,CUST0677,PROD040,2025-10-05,2,4206.01
ORD00067,CUST0266,PROD002,2025-07-19,5,7961.4
ORD00068,CUST0154,PROD049,2025-03-15,4,18569.22
ORD00069,CUST0927,PROD042,2025-03-10,5,17113.73
ORD00070,CUST0826,PROD037,2025-08-10,1,951.7
ORD00071,CUST0660,PROD043,2024-09-22,3,4661.05
ORD00072,CUST0197,PROD002,2024-11-04,5,14317.65
ORD00073,CUST0961,PROD033,2024-12-27,5,22032.95
ORD00074,CUST0812,PROD026,2025-02-13,2,8887.81
ORD00075,CUST0179,PROD034,2024-06-15,4,19071.99
ORD00076,CUST0496,PROD041,2025-02-19,4,19411.6
ORD00077,CUST0863,PROD006,2025-06-22,4,13471.31
ORD00078,CUST0934,PROD005,2025-02-27,3,9132.2
ORD00079,CUST0806,PROD028,2026-02-15,3,14035.66
ORD00080,CUST0293,PROD010,2025-08-19,1,3532.66
ORD00081,CUST0851,PROD001,2025-12-10,1,2086.89
ORD00082,CUST0458,PROD038,2025-06-26,4,3710.85
ORD00083,CUST0916,PROD039,2025-06-13,2,9584.78
ORD00084,CUST0092,PROD048,2026-05-22,1,2558.51
ORD00085,CUST0914,PROD007,2025-08-16,1,4302.49
ORD00086,CUST0505,PROD002,2026-02-10,5,14359.78
ORD00087,CUST0422,PROD028,2024-09-09,1,1890.79
ORD00088,CUST0683,PROD007,2025-03-31,3,10320.19
ORD00089,CUST0934,PROD005,2026-06-09,2,7248.46
ORD00090,CUST0858,PROD022,2026-06-04,1,4225.08
ORD00091,CUST0732,PROD038,2025-08-23,4,11134.51
ORD00092,CUST0885,PROD016,2025-03-05,5,11446.42
ORD00093,CUST0614,PROD022,2025-06-12,4,4377.23
ORD00094,CUST0795,PROD049,2026-05-10,4,2440.77
ORD00095,CUST0125,PROD048,2024-11-06,5,19303.21
ORD00096,CUST0542,PROD019,2025-04-23,3,6525.89
ORD00097,CUST0324,PROD006,2026-01-31,1,4834.0
ORD00098,CUST0530,PROD011,2026-02-24,5,22663.48
ORD00099,CUST0136,PROD033,2025-04-10,1,4524.3
ORD00100,CUST0617,PROD015,2024-12-06,1,4385.56
ORD00101,CUST0045,PROD027,2026-05-09,4,12334.03
ORD00102,CUST0804,PROD019,2024-12-02,2,2218.53
ORD00103,CUST0790,PROD013,2024-08-29,5,14462.88
ORD00104,CUST0759,PROD014,2026-02-05,2,5219.01
ORD00105,CUST0022,PROD017,2025-08-08,1,2392.92
ORD00106,CUST0796,PROD004,2026-04-11,5,3362.21
ORD00107,CUST0767,PROD046,2024-09-05,3,13302.16
ORD00108,CUST0986,PROD031,2025-06-22,4,19251.77
ORD00109,CUST0237,PROD009,2025-02-09,4,5391.59
ORD00110,CUST0121,PROD033,2025-06-18,4,17301.33
ORD00111,CUST0580,PROD009,2025-12-04,5,23341.26
ORD00112,CUST0373,PROD033,2024-07-03,3,2697.83
ORD00113,CUST0216,PROD046,2024-09-23,3,14606.24
ORD00114,CUST0631,PROD026,2026-04-18,4,6256.19
ORD00115,CUST0109,PROD033,2025-01-28,2,2944.87
ORD00116,CUST0650,PROD033,2024-06-28,1,1332.49
ORD00117,CUST0784,PROD028,2025-09-13,5,16908.28
ORD00118,CUST0625,PROD030,2024-08-26,2,7946.37
ORD00119,CUST0448,PROD003,2025-06-24,1,1833.22
ORD00120,CUST0187,PROD032,2025-12-16,2,1443.53
ORD00121,CUST0551,PROD002,2026-05-06,1,2622.06
ORD00122,CUST0121,PROD041,2024-07-09,5,7811.96
ORD00123,CUST0776,PROD025,2025-08-31,2,8507.02
ORD00124,CUST0607,PROD045,2026-04-21,4,9594.39
ORD00125,CUST0841,PROD034,2024-09-20,5,9195.34
ORD00126,CUST0139,PROD038,2024-07-30,4,6524.54
ORD00127,CUST0513,PROD012,2026-06-12,5,24679.51
ORD00128,CUST0441,PROD027,2024-09-14,3,11654.61
ORD00129,CUST0377,PROD041,2025-06-03,5,14087.74
ORD00130,CUST0946,PROD030,2025-04-04,1,3569.77
ORD00131,CUST0891,PROD044,2024-09-07,3,8154.45
ORD00132,CUST0924,PROD026,2025-06-25,3,6278.19
ORD00133,CUST0791,PROD006,2025-08-19,2,6153.12
ORD00134,CUST0959,PROD021,2024-09-21,2,1975.19
ORD00135,CUST0098,PROD043,2025-03-21,1,859.4
ORD00136,CUST0413,PROD043,2026-02-18,4,17476.97
ORD00137,CUST0514,PROD038,2024-08-03,4,7199.21
ORD00138,CUST0016,PROD043,2026-01-09,4,17409.13
ORD00139,CUST0125,PROD034,2025-07-20,3,12740.22
ORD00140,CUST0707,PROD005,2024-08-03,4,10127.79
ORD00141,CUST0636,PROD048,2024-10-28,1,2449.82
ORD00142,CUST0044,PROD024,2025-11-08,4,18762.29
ORD00143,CUST0423,PROD047,2025-07-10,5,9634.82
ORD00144,CUST0451,PROD023,2025-01-11,2,4667.56
ORD00145,CUST0577,PROD029,2025-04-28,1,2514.82
ORD00146,CUST0184,PROD040,2025-08-12,3,6086.64
ORD00147,CUST0254,PROD026,2024-06-16,4,17256.52
ORD00148,CUST0462,PROD040,2024-10-26,2,8731.34
ORD00149,CUST0878,PROD025,2026-05-09,4,12625.98
ORD00150,CUST0595,PROD029,2024-11-29,4,10478.13
ORD00151,CUST0786,PROD027,2024-08-18,1,1021.72
ORD00152,CUST0907,PROD038,2025-02-28,4,15017.11
ORD00153,CUST0906,PROD035,2026-01-09,2,4988.65
ORD00154,CUST0061,PROD023,2025-04-29,2,7442.19
ORD00155,CUST0909,PROD011,2025-08-03,4,16058.53
ORD00156,CUST0774,PROD025,2024-09-02,4,18557.77
ORD00157,CUST0981,PROD040,2025-02-26,2,5165.66
ORD00158,CUST0240,PROD015,2024-09-12,1,4952.99
ORD00159,CUST0811,PROD011,2024-07-10,1,803.5
ORD00160,CUST0701,PROD045,2024-11-27,3,11784.61
ORD00161,CUST0578,PROD046,2025-02-02,2,4354.76
ORD00162,CUST0138,PROD041,2025-03-28,4,18616.83
ORD00163,CUST0446,PROD025,2024-09-21,3,7052.26
ORD00164,CUST0952,PROD020,2024-12-15,5,15203.22
ORD00165,CUST0316,PROD011,2025-05-28,3,3348.97
ORD00166,CUST0771,PROD050,2024-09-20,1,4054.0
ORD00167,CUST0219,PROD032,2025-02-07,3,2152.23
ORD00168,CUST0175,PROD017,2025-04-08,4,12060.4
ORD00169,CUST0780,PROD025,2024-09-05,4,7765.63
ORD00170,CUST0223,PROD005,2025-07-22,1,750.09
ORD00171,CUST0981,PROD032,2026-01-07,5,14170.76
ORD00172,CUST0132,PROD049,2026-02-27,5,15177.74
ORD00173,CUST0454,PROD032,2026-04-27,2,8683.89
ORD00174,CUST0929,PROD007,2026-04-07,5,10201.29
ORD00175,CUST0010,PROD036,2024-07-28,3,3202.96
ORD00176,CUST0405,PROD039,2025-12-21,5,17035.0
ORD00177,CUST0039,PROD017,2025-10-22,1,4606.46
ORD00178,CUST0728,PROD026,2024-09-08,2,9892.05
ORD00179,CUST0902,PROD038,2025-07-30,5,5064.67
ORD00180,CUST0018,PROD014,2024-11-20,3,7199.64
ORD00181,CUST0025,PROD035,2024-07-15,2,8550.17
ORD00182,CUST0320,PROD046,2024-09-12,3,2822.94
ORD00183,CUST0984,PROD035,2025-02-20,2,7075.43
ORD00184,CUST0508,PROD028,2025-03-14,4,8787.58
ORD00185,CUST0399,PROD005,2024-08-21,5,2891.2
ORD00186,CUST0071,PROD032,2026-04-14,5,23808.04
ORD00187,CUST0233,PROD049,2024-08-29,4,4917.56
ORD00188,CUST0991,PROD038,2025-10-17,2,7812.47
ORD00189,CUST0313,PROD018,2026-01-05,4,15262.51
ORD00190,CUST0562,PROD015,2025-01-19,1,4175.21
ORD00191,CUST0086,PROD032,2026-02-10,4,7722.84
ORD00192,CUST0733,PROD029,2024-09-22,3,12732.76
ORD00193,CUST0941,PROD015,2025-07-27,2,2664.83
ORD00194,CUST0475,PROD029,2025-08-01,2,3157.02
ORD00195,CUST0389,PROD041,2025-09-30,3,3244.13
ORD00196,CUST0321,PROD046,2025-12-15,5,16115.08
ORD00197,CUST0239,PROD020,2024-12-27,2,4778.6
ORD00198,CUST0507,PROD017,2024-07-23,5,5854.45
ORD00199,CUST0185,PROD036,2025-03-08,2,8277.89
ORD00200,CUST0790,PROD008,2025-03-23,1,1988.86
ORD00201,CUST0261,PROD018,2025-08-13,4,3853.87
ORD00202,CUST0511,PROD017,2024-08-22,1,2574.85
ORD00203,CUST0957,PROD018,2025-12-05,1,3625.97
ORD00204,CUST0166,PROD007,2025-10-03,1,1442.36
ORD00205,CUST0831,PROD003,2026-01-14,5,22968.11
ORD00206,CUST0900,PROD028,2025-04-23,1,2620.62
ORD00207,CUST0936,PROD024,2025-07-21,4,12507.85
ORD00208,CUST0400,PROD034,2024-10-31,4,12226.0
ORD00209,CUST0772,PROD047,2025-06-24,3,9794.17
ORD00210,CUST0556,PROD035,2024-07-18,4,12957.18
ORD00211,CUST0302,PROD049,2025-08-13,4,5434.86
ORD00212,CUST0660,PROD002,2026-01-20,5,20858.67
ORD00213,CUST0619,PROD023,2024-09-03,3,2013.33
ORD00214,CUST0690,PROD024,2025-08-12,2,1199.24
ORD00215,CUST0835,PROD031,2025-07-02,1,2075.01
ORD00216,CUST0571,PROD044,2024-08-13,4,5586.84
ORD00217,CUST0747,PROD012,2025-07-03,3,9197.65
ORD00218,CUST0879,PROD005,2024-11-22,4,8271.92
ORD00219,CUST0054,PROD049,2025-11-12,1,3070.21
ORD00220,CUST0067,PROD028,2024-08-17,2,3894.52
ORD00221,CUST0883,PROD033,2025-05-26,5,19967.05
ORD00222,CUST0851,PROD040,2025-04-14,4,8724.46
ORD00223,CUST0631,PROD040,2025-04-16,5,12186.15
ORD00224,CUST0851,PROD034,2025-04-26,2,4643.26
ORD00225,CUST0782,PROD036,2025-08-05,4,7346.53
ORD00226,CUST0271,PROD044,2026-05-24,5,4788.44
ORD00227,CUST0007,PROD042,2024-09-02,5,7383.01
ORD00228,CUST0633,PROD011,2024-09-09,1,4658.31
ORD00229,CUST0975,PROD026,2025-07-04,3,7881.37
ORD00230,CUST0025,PROD045,2025-07-17,5,16988.19
ORD00231,CUST0627,PROD001,2025-08-06,4,2975.72
ORD00232,CUST0093,PROD002,2025-08-09,4,11404.05
ORD00233,CUST0923,PROD019,2025-08-22,3,11346.64
ORD00234,CUST0780,PROD025,2024-12-20,1,1167.48
ORD00235,CUST0680,PROD001,2025-12-04,1,967.41
ORD00236,CUST0979,PROD018,2025-06-21,1,884.77
ORD00237,CUST0071,PROD046,2025-07-09,5,24582.95
ORD00238,CUST0853,PROD026,2026-05-01,4,4288.8
ORD00239,CUST0851,PROD002,2024-10-19,2,5355.3
ORD00240,CUST0930,PROD026,2026-03-19,1,4395.46
ORD00241,CUST0362,PROD026,2026-01-11,4,12370.14
ORD00242,CUST0669,PROD048,2024-12-12,5,15173.29
ORD00243,CUST0728,PROD016,2024-09-30,4,9879.08
ORD00244,CUST0627,PROD020,2025-09-25,5,12640.67
ORD00245,CUST0085,PROD045,2024-07-20,3,11275.86
ORD00246,CUST0163,PROD014,2024-09-27,4,4771.25
ORD00247,CUST0769,PROD001,2026-02-13,2,6362.26
ORD00248,CUST0962,PROD010,2024-11-21,4,6962.98
ORD00249,CUST0680,PROD021,2025-10-03,2,8584.12
ORD00250,CUST0777,PROD012,2025-09-03,2,6366.31
ORD00251,CUST0158,PROD003,2026-04-20,4,10408.41
ORD00252,CUST0785,PROD043,2026-05-27,4,17684.92
ORD00253,CUST0625,PROD003,2024-08-03,1,4037.96
ORD00254,CUST0850,PROD012,2024-10-24,1,2910.99
ORD00255,CUST0769,PROD046,2025-07-03,3,7972.01
ORD00256,CUST0446,PROD013,2025-08-07,2,8622.21
ORD00257,CUST0247,PROD022,2024-11-26,3,6457.11
ORD00258,CUST0713,PROD041,2025-04-26,4,5116.86
ORD00259,CUST0258,PROD048,2024-10-02,3,2301.59
ORD00260,CUST0992,PROD023,2025-12-03,5,15967.36
ORD00261,CUST0889,PROD041,2024-09-09,3,4700.06
ORD00262,CUST0190,PROD008,2026-03-16,2,6632.02
ORD00263,CUST0119,PROD030,2025-01-11,2,2083.97
ORD00264,CUST0347,PROD028,2026-01-01,5,4443.11
ORD00265,CUST0323,PROD020,2025-04-24,3,12582.1
ORD00266,CUST0121,PROD039,2024-09-07,4,8647.06
ORD00267,CUST0358,PROD038,2026-04-07,5,13676.39
ORD00268,CUST0346,PROD038,2025-01-03,2,9156.07
ORD00269,CUST0048,PROD050,2026-02-16,2,3698.47
ORD00270,CUST0859,PROD035,2024-07-28,4,8439.54
ORD00271,CUST0687,PROD029,2024-10-31,3,12349.28
ORD00272,CUST0480,PROD019,2025-03-03,1,4332.92
ORD00273,CUST0997,PROD002,2025-04-18,4,13259.2
ORD00274,CUST0134,PROD029,2024-10-30,2,4524.64
ORD00275,CUST0207,PROD005,2025-12-03,4,12956.98
ORD00276,CUST0598,PROD038,2025-01-07,4,6311.53
ORD00277,CUST0200,PROD044,2026-02-06,3,4310.5
ORD00278,CUST0635,PROD025,2024-08-02,5,6039.64
ORD00279,CUST0485,PROD007,2024-08-22,3,5752.26
ORD00280,CUST0149,PROD027,2024-07-25,4,18613.13
ORD00281,CUST0057,PROD037,2025-09-30,4,7519.6
ORD00282,CUST0941,PROD014,2026-04-30,2,1135.22
ORD00283,CUST0373,PROD043,2024-07-28,2,5267.02
ORD00284,CUST0562,PROD002,2025-01-26,4,11592.07
ORD00285,CUST0725,PROD014,2026-04-30,4,2730.33
ORD00286,CUST0470,PROD033,2025-12-21,1,1610.82
ORD00287,CUST0642,PROD022,2024-10-29,1,2841.72
ORD00288,CUST0929,PROD045,2026-05-09,1,3230.32
ORD00289,CUST0133,PROD050,2025-08-30,2,1203.55
ORD00290,CUST0253,PROD003,2025-08-28,5,16825.46
ORD00291,CUST0349,PROD005,2025-12-05,5,9919.78
ORD00292,CUST0236,PROD009,2025-07-13,1,1900.56
ORD00293,CUST0731,PROD010,2024-06-18,3,9324.21
ORD00294,CUST0744,PROD004,2025-03-20,2,3745.59
ORD00295,CUST0086,PROD020,2024-10-13,3,11110.93
ORD00296,CUST0381,PROD042,2025-01-19,4,18225.37
ORD00297,CUST0693,PROD001,2025-07-07,4,13395.1
ORD00298,CUST0781,PROD037,2026-03-02,4,5153.09
ORD00299,CUST0981,PROD033,2025-03-19,5,23796.25
ORD00300,CUST0902,PROD007,2024-09-06,5,24752.55
ORD00301,CUST0942,PROD015,2025-04-07,1,4359.75
ORD00302,CUST0904,PROD013,2024-08-05,3,3243.23
ORD00303,CUST0700,PROD016,2025-10-29,5,18925.75
ORD00304,CUST0179,PROD033,2025-10-31,2,8888.16
ORD00305,CUST0974,PROD049,2025-05-22,3,10573.31
ORD00306,CUST0187,PROD034,2025-11-06,4,13344.58
ORD00307,CUST0735,PROD047,2025-10-06,5,20044.68
ORD00308,CUST0059,PROD026,2024-12-11,3,10700.01
ORD00309,CUST0769,PROD011,2025-01-05,5,15645.4
ORD00310,CUST0730,PROD042,2025-12-30,3,11860.76
ORD00311,CUST0794,PROD024,2025-09-21,2,8192.26
ORD00312,CUST0886,PROD008,2025-04-17,1,4170.19
ORD00313,CUST0687,PROD038,2025-12-27,4,3499.69
ORD00314,CUST0177,PROD045,2025-06-03,2,3960.58
ORD00315,CUST0641,PROD007,2025-10-09,3,3632.47
ORD00316,CUST0636,PROD014,2024-12-13,1,1240.72
ORD00317,CUST0286,PROD004,2025-04-27,4,19878.41
ORD00318,CUST0208,PROD030,2026-02-18,1,3416.82
ORD00319,CUST0729,PROD028,2025-06-13,5,7718.59
ORD00320,CUST0961,PROD007,2025-05-01,5,14006.38
ORD00321,CUST0827,PROD048,2025-01-13,2,6799.27
ORD00322,CUST0026,PROD022,2025-07-30,3,8283.11
ORD00323,CUST0281,PROD001,2025-10-07,5,23695.01
ORD00324,CUST0073,PROD036,2026-03-30,3,8862.51
ORD00325,CUST0807,PROD023,2026-01-08,1,2283.04
ORD00326,CUST0468,PROD021,2025-01-28,3,3943.81
ORD00327,CUST0120,PROD003,2026-05-20,4,10359.95
ORD00328,CUST0528,PROD020,2024-10-23,4,7604.47
ORD00329,CUST0734,PROD031,2026-05-26,5,6787.11
ORD00330,CUST0191,PROD027,2026-04-28,4,9846.94
ORD00331,CUST0611,PROD036,2025-04-24,3,6236.66
ORD00332,CUST0284,PROD028,2024-07-28,3,13509.78
ORD00333,CUST0797,PROD023,2024-12-02,5,15790.5
ORD00334,CUST0784,PROD038,2025-05-07,3,7581.87
ORD00335,CUST0731,PROD018,2024-08-06,2,8328.11
ORD00336,CUST0533,PROD021,2024-09-28,1,2689.26
ORD00337,CUST0753,PROD039,2025-09-07,4,16410.18
ORD00338,CUST0513,PROD048,2025-01-14,1,3233.94
ORD00339,CUST0379,PROD008,2025-12-27,1,1855.57
ORD00340,CUST0495,PROD049,2025-11-28,3,12988.69
ORD00341,CUST0758,PROD036,2025-07-24,4,19065.39
ORD00342,CUST0571,PROD001,2025-08-20,4,16154.72
ORD00343,CUST0770,PROD019,2025-04-03,4,13763.24
ORD00344,CUST0085,PROD027,2025-06-02,1,2059.48
ORD00345,CUST0021,PROD006,2025-01-15,2,8776.64
ORD00346,CUST0319,PROD029,2024-10-27,2,9448.71
ORD00347,CUST0966,PROD004,2025-11-02,3,6321.88
ORD00348,CUST0050,PROD041,2025-08-16,5,17969.29
ORD00349,CUST0690,PROD042,2024-09-12,2,3427.59
ORD00350,CUST0802,PROD036,2024-07-22,1,3459.95
ORD00351,CUST0688,PROD005,2025-11-10,5,12963.08
ORD00352,CUST0609,PROD021,2025-10-24,1,2548.79
ORD00353,CUST0189,PROD041,2025-05-26,2,9645.89
ORD00354,CUST0892,PROD035,2024-08-02,5,4708.72
ORD00355,CUST0090,PROD037,2024-08-02,2,9895.93
ORD00356,CUST0046,PROD036,2025-01-15,1,3121.96
ORD00357,CUST0893,PROD021,2025-01-12,3,5057.96
ORD00358,CUST0455,PROD016,2025-08-10,1,594.39
ORD00359,CUST0382,PROD006,2025-05-12,2,2698.71
ORD00360,CUST0113,PROD036,2025-06-12,5,22932.01
ORD00361,CUST0160,PROD016,2024-07-23,3,8180.86
ORD00362,CUST0251,PROD041,2025-01-19,4,12555.56
ORD00363,CUST0953,PROD028,2024-10-24,4,6787.33
ORD00364,CUST0322,PROD005,2024-10-19,2,4072.05
ORD00365,CUST0098,PROD004,2025-12-06,1,3521.31
ORD00366,CUST0652,PROD013,2025-09-04,1,4926.47
ORD00367,CUST0174,PROD001,2026-01-11,4,11421.99
ORD00368,CUST0030,PROD011,2025-03-08,3,8650.25
ORD00369,CUST0782,PROD012,2024-06-17,4,8099.41
ORD00370,CUST0191,PROD002,2024-07-30,4,3520.2
ORD00371,CUST0091,PROD033,2026-03-20,5,3016.48
ORD00372,CUST0019,PROD045,2025-11-01,3,5340.56
ORD00373,CUST0700,PROD013,2026-01-08,3,6262.51
ORD00374,CUST0902,PROD044,2024-08-13,2,4381.26
ORD00375,CUST0265,PROD046,2025-06-16,1,1931.36
ORD00376,CUST0227,PROD026,2025-01-31,1,1159.36
ORD00377,CUST0186,PROD040,2026-05-05,2,1140.86
ORD00378,CUST0774,PROD035,2026-02-01,3,5903.04
ORD00379,CUST0141,PROD049,2025-09-19,2,9969.9
ORD00380,CUST0727,PROD011,2024-07-12,1,668.3
ORD00381,CUST0087,PROD034,2024-10-24,5,4674.86
ORD00382,CUST0897,PROD030,2025-08-24,5,14357.02
ORD00383,CUST0064,PROD027,2025-03-06,5,13625.29
ORD00384,CUST0427,PROD037,2025-12-03,4,6664.86
ORD00385,CUST0441,PROD038,2025-12-26,1,2633.57
ORD00386,CUST0810,PROD044,2025-04-23,5,17878.13
ORD00387,CUST0711,PROD047,2025-12-30,2,8814.87
ORD00388,CUST0100,PROD018,2025-02-20,5,12966.39
ORD00389,CUST0250,PROD005,2025-01-08,4,13770.6
ORD00390,CUST0171,PROD025,2024-07-21,1,3461.58
ORD00391,CUST0388,PROD001,2025-01-20,1,1367.73
ORD00392,CUST0864,PROD015,2026-03-30,1,4488.65
ORD00393,CUST0879,PROD036,2026-02-03,1,1853.76
ORD00394,CUST0337,PROD046,2026-03-25,5,2847.26
ORD00395,CUST0915,PROD008,2025-12-20,5,23224.55
ORD00396,CUST0681,PROD008,2025-01-18,4,6351.08
ORD00397,CUST0086,PROD017,2025-07-29,2,5057.59
ORD00398,CUST0028,PROD024,2025-09-28,1,4520.76
ORD00399,CUST0111,PROD005,2026-02-08,5,3876.2
ORD00400,CUST0096,PROD017,2025-11-27,1,3112.69
ORD00401,CUST0195,PROD034,2024-10-24,3,6675.61
ORD00402,CUST0989,PROD050,2025-02-24,3,2957.34
ORD00403,CUST0848,PROD034,2024-12-06,3,4379.61
ORD00404,CUST0517,PROD029,2026-01-12,2,4677.35
ORD00405,CUST0923,PROD028,2024-10-18,2,2857.75
ORD00406,CUST0694,PROD032,2026-01-30,3,2076.49
ORD00407,CUST0818,PROD021,2024-06-24,2,2810.32
ORD00408,CUST0058,PROD040,2025-11-13,4,6566.14
ORD00409,CUST0664,PROD014,2025-07-14,5,11672.29
ORD00410,CUST0845,PROD028,2025-08-13,4,15855.84
ORD00411,CUST0419,PROD005,2026-02-05,5,4656.68
ORD00412,CUST0557,PROD021,2025-06-14,1,2337.55
ORD00413,CUST0192,PROD006,2026-05-05,2,5482.89
ORD00414,CUST0713,PROD043,2025-03-23,3,11054.72
ORD00415,CUST0313,PROD043,2026-01-27,3,6154.63
ORD00416,CUST0675,PROD049,2024-07-10,2,8743.1
ORD00417,CUST0825,PROD019,2026-01-17,4,16754.63
ORD00418,CUST0027,PROD045,2024-10-30,3,3234.38
ORD00419,CUST0749,PROD008,2026-04-08,2,3780.23
ORD00420,CUST0401,PROD006,2025-10-27,5,17319.15
ORD00421,CUST0754,PROD042,2025-11-23,1,1615.96
ORD00422,CUST0565,PROD049,2024-08-17,4,15463.98
ORD00423,CUST0493,PROD032,2025-06-30,4,18190.51
ORD00424,CUST0175,PROD029,2024-10-05,3,11186.84
ORD00425,CUST0951,PROD023,2025-05-12,2,6676.92
ORD00426,CUST0377,PROD010,2025-11-02,4,18202.89
ORD00427,CUST0052,PROD020,2024-11-18,2,9336.57
ORD00428,CUST0030,PROD045,2026-02-22,1,982.78
ORD00429,CUST0741,PROD003,2026-01-28,3,14686.29
ORD00430,CUST0571,PROD006,2025-01-23,3,2147.89
ORD00431,CUST0654,PROD007,2024-06-20,1,1450.38
ORD00432,CUST0445,PROD022,2026-04-27,5,23178.59
ORD00433,CUST0927,PROD045,2025-12-21,3,7296.05
ORD00434,CUST0848,PROD003,2024-11-14,1,3602.91
ORD00435,CUST0052,PROD046,2024-08-26,1,2440.59
ORD00436,CUST0393,PROD004,2025-05-20,5,15986.25
ORD00437,CUST0656,PROD018,2025-03-22,5,5117.28
ORD00438,CUST0253,PROD028,2025-05-02,2,2063.39
ORD00439,CUST0723,PROD037,2024-09-18,4,3290.27
ORD00440,CUST0146,PROD044,2024-12-09,2,2232.41
ORD00441,CUST0592,PROD045,2024-09-23,3,13039.09
ORD00442,CUST0829,PROD009,2025-08-27,5,23388.09
ORD00443,CUST0041,PROD046,2025-09-09,3,9287.09
ORD00444,CUST0805,PROD046,2025-10-26,4,10239.93
ORD00445,CUST0714,PROD023,2024-08-09,3,9279.12
ORD00446,CUST0635,PROD006,2026-01-17,1,2545.74
ORD00447,CUST0189,PROD027,2025-12-16,4,13582.76
ORD00448,CUST0958,PROD011,2024-08-25,4,6782.77
ORD00449,CUST0070,PROD040,2026-04-09,4,18236.2
ORD00450,CUST0407,PROD017,2025-01-27,1,1154.81
