review_id,customer_id,product_id,rating,review_date
REV00051,CUST0039,PROD038,4,2024-10-24
REV00052,CUST0522,PROD001,1,2025-08-29
REV00053,CUST0816,PROD009,4,2025-11-10
REV00054,CUST0480,PROD003,4,2025-02-05
REV00055,CUST0555,PROD008,1,2026-03-20
REV00056,CUST0108,PROD025,1,2024-09-19
REV00057,CUST0831,PROD013,1,2025-12-05
REV00058,CUST0425,PROD019,2,2024-07-31
REV00059,CUST0878,PROD038,4,2025-11-20
REV00060,CUST0902,PROD012,3,2026-02-04
REV00061,CUST0146,PROD029,2,2026-04-25
REV00062,CUST0522,PROD039,2,2026-06-05
REV00063,CUST0591,PROD009,4,2024-07-03
REV00064,CUST0204,PROD035,4,2024-11-26
REV00065,CUST0211,PROD009,1,2026-04-09
REV00066,CUST0295,PROD039,2,2025-05-20
REV00067,CUST0507,PROD014,2,2025-06-27
REV00068,CUST0652,PROD010,2,2025-07-15
REV00069,CUST0441,PROD010,1,2026-05-15
REV00070,CUST0728,PROD032,5,2025-05-04
REV00071,CUST0121,PROD020,2,2026-02-03
REV00072,CUST0982,PROD027,4,2025-06-20
REV00073,CUST0176,PROD014,1,2026-01-24
REV00074,CUST0514,PROD003,2,2025-10-28
REV00075,CUST0495,PROD041,2,2025-07-27
REV00076,CUST0448,PROD008,2,2025-09-06
REV00077,CUST0081,PROD026,1,2024-10-06
REV00078,CUST0478,PROD016,1,2025-01-06
REV00079,CUST0626,PROD024,4,2025-03-31
REV00080,CUST0016,PROD015,4,2025-11-01
REV00081,CUST0066,PROD046,3,2025-05-31
REV00082,CUST0990,PROD031,4,2024-08-01
REV00083,CUST0580,PROD015,3,2026-05-29
REV00084,CUST0210,PROD050,2,2024-08-15
REV00085,CUST0850,PROD028,5,2025-05-08
REV00086,CUST0805,PROD032,5,2026-02-09
REV00087,CUST0009,PROD017,2,2024-07-03
REV00088,CUST0785,PROD004,4,2025-07-11
REV00089,CUST0700,PROD007,4,2025-07-23
REV00090,CUST0688,PROD010,1,2025-12-05
REV00091,CUST0791,PROD029,3,2025-04-09
REV00092,CUST0744,PROD045,3,2024-08-07
REV00093,CUST0156,PROD037,4,2024-12-22
REV00094,CUST0841,PROD039,5,2025-10-08
REV00095,CUST0164,PROD034,2,2025-09-20
REV00096,CUST0322,PROD037,2,2024-10-18
REV00097,CUST0429,PROD016,2,2024-12-11
REV00098,CUST0310,PROD036,3,2025-03-18
REV00099,CUST0643,PROD047,1,2025-07-04
REV00100,CUST0923,PROD020,3,2024-08-09
REV00101,CUST0781,PROD022,4,2026-04-23
REV00102,CUST0654,PROD040,5,2025-02-24
REV00103,CUST0557,PROD010,2,2026-01-19
REV00104,CUST0503,PROD046,1,2025-09-06
REV00105,CUST0552,PROD032,4,2026-02-03
REV00106,CUST0573,PROD047,2,2025-08-30
REV00107,CUST0399,PROD009,4,2025-02-26
REV00108,CUST0434,PROD038,1,2026-03-04
REV00109,CUST0313,PROD013,5,2025-02-07
REV00110,CUST0589,PROD029,4,2024-11-11
REV00111,CUST0468,PROD032,5,2024-10-01
REV00112,CUST0880,PROD050,5,2026-05-08
REV00113,CUST0643,PROD030,1,2024-07-27
REV00114,CUST0588,PROD017,5,2025-07-04
REV00115,CUST0529,PROD043,3,2024-12-14
REV00116,CUST0926,PROD019,4,2026-05-21
REV00117,CUST0738,PROD006,3,2024-11-23
REV00118,CUST0379,PROD010,3,2026-02-23
REV00119,CUST0646,PROD015,1,2026-05-04
REV00120,CUST0451,PROD002,3,2026-05-28
REV00121,CUST0238,PROD029,4,2025-08-20
REV00122,CUST0778,PROD048,3,2025-01-06
REV00123,CUST0525,PROD019,2,2026-04-08
REV00124,CUST0971,PROD035,2,2024-08-27
REV00125,CUST0024,PROD012,3,2024-09-15
REV00126,CUST0742,PROD050,3,2026-02-28
REV00127,CUST0977,PROD043,5,2026-03-18
REV00128,CUST0029,PROD017,5,2025-03-23
REV00129,CUST0174,PROD032,5,2025-01-07
REV00130,CUST0368,PROD014,5,2025-12-11
REV00131,CUST0371,PROD030,3,2025-12-31
REV00132,CUST0481,PROD039,4,2024-09-29
REV00133,CUST0266,PROD030,3,2024-09-09
REV00134,CUST0467,PROD015,2,2026-04-02
REV00135,CUST0795,PROD006,1,2025-07-14
REV00136,CUST0791,PROD008,5,2024-09-16
REV00137,CUST0925,PROD005,4,2024-08-05
REV00138,CUST0821,PROD024,2,2024-12-04
REV00139,CUST0343,PROD041,3,2025-12-24
REV00140,CUST0968,PROD026,1,2024-12-13
REV00141,CUST0242,PROD033,5,2024-09-25
REV00142,CUST0638,PROD023,1,2025-11-11
REV00143,CUST0803,PROD036,5,2024-11-25
REV00144,CUST0527,PROD028,2,2025-10-08
REV00145,CUST0197,PROD018,5,2025-06-15
REV00146,CUST0293,PROD046,3,2024-10-31
REV00147,CUST0808,PROD020,4,2025-08-07
REV00148,CUST0132,PROD049,3,2024-12-24
REV00149,CUST0132,PROD032,1,2025-06-12
REV00150,CUST0772,PROD020,2,2024-07-21
REV00151,CUST0630,PROD038,2,2025-02-09
REV00152,CUST0920,PROD007,3,2024-06-30
REV00153,CUST0503,PROD006,1,2025-07-22
REV00154,CUST0055,PROD046,3,2026-05-25
REV00155,CUST0087,PROD042,4,2026-01-05
REV00156,CUST0974,PROD019,5,2025-10-25
REV00157,CUST0903,PROD002,2,2024-07-02
REV00158,CUST0719,PROD013,1,2026-06-05
REV00159,CUST0833,PROD034,3,2026-05-02
REV00160,CUST0968,PROD047,2,2026-01-21
REV00161,CUST0563,PROD027,5,2024-12-21
REV00162,CUST0249,PROD011,5,2024-10-11
REV00163,CUST0649,PROD046,2,2024-12-04
REV00164,CUST0785,PROD010,4,2026-03-18
REV00165,CUST0266,PROD030,5,2024-11-16
REV00166,CUST0190,PROD001,3,2025-06-08
REV00167,CUST0326,PROD039,2,2026-06-06
REV00168,CUST0313,PROD048,2,2025-12-10
REV00169,CUST0459,PROD006,3,2024-07-08
REV00170,CUST0322,PROD012,3,2025-09-08
REV00171,CUST0027,PROD006,5,2025-03-02
REV00172,CUST0288,PROD023,4,2025-03-06
REV00173,CUST0735,PROD032,3,2024-06-14
REV00174,CUST0411,PROD008,5,2026-02-01
REV00175,CUST0529,PROD025,2,2024-08-20
REV00176,CUST0834,PROD041,4,2025-01-26
REV00177,CUST0492,PROD007,2,2025-09-27
REV00178,CUST0228,PROD027,3,2025-07-02
REV00179,CUST0639,PROD005,4,2025-08-03
REV00180,CUST0685,PROD030,4,2024-07-18
REV00181,CUST0237,PROD026,4,2025-08-29
REV00182,CUST0202,PROD014,2,2025-10-18
REV00183,CUST0649,PROD029,4,2026-04-30
REV00184,CUST0367,PROD010,3,2024-11-15
REV00185,CUST0212,PROD016,4,2024-07-14
REV00186,CUST0192,PROD043,4,2025-04-01
REV00187,CUST0099,PROD049,3,2026-04-25
REV00188,CUST0953,PROD020,4,2026-05-29
REV00189,CUST0100,PROD031,4,2025-08-13
REV00190,CUST0973,PROD021,4,2024-08-15
REV00191,CUST0042,PROD019,4,2026-04-18
REV00192,CUST0921,PROD035,2,2025-12-18
REV00193,CUST0419,PROD039,5,2026-04-04
REV00194,CUST0287,PROD050,4,2025-02-22
REV00195,CUST0384,PROD036,2,2026-03-05
REV00196,CUST0746,PROD037,3,2025-08-07
REV00197,CUST0053,PROD031,4,2024-10-12
REV00198,CUST0533,PROD036,2,2024-06-22
REV00199,CUST0617,PROD006,2,2025-11-11
REV00200,CUST0812,PROD036,4,2025-05-06
REV00201,CUST0663,PROD005,3,2025-11-26
REV00202,CUST0112,PROD010,1,2024-11-29
REV00203,CUST0816,PROD045,5,2025-03-07
REV00204,CUST0587,PROD003,4,2024-09-13
REV00205,CUST0906,PROD024,4,2024-06-26
REV00206,CUST0819,PROD013,3,2024-10-20
REV00207,CUST0889,PROD009,5,2026-03-13
REV00208,CUST0336,PROD048,3,2024-09-02
REV00209,CUST0122,PROD044,1,2025-11-15
REV00210,CUST0387,PROD040,4,2025-01-19
REV00211,CUST0323,PROD048,4,2026-04-06
REV00212,CUST0856,PROD027,5,2025-01-17
REV00213,CUST0149,PROD050,1,2025-07-20
REV00214,CUST0644,PROD048,5,2026-06-08
REV00215,CUST0525,PROD002,2,2025-03-10
REV00216,CUST0529,PROD043,3,2024-10-24
REV00217,CUST0470,PROD009,4,2026-05-05
REV00218,CUST0830,PROD033,2,2025-01-27
REV00219,CUST0176,PROD019,1,2026-02-03
REV00220,CUST0603,PROD025,2,2024-12-09
REV00221,CUST0351,PROD017,3,2026-03-01
REV00222,CUST0241,PROD033,1,2025-09-22
REV00223,CUST0112,PROD034,5,2025-05-08
REV00224,CUST0604,PROD038,4,2024-10-04
REV00225,CUST0926,PROD045,1,2026-01-26
REV00226,CUST0602,PROD047,5,2024-08-08
REV00227,CUST0975,PROD013,1,2024-10-31
REV00228,CUST0523,PROD032,5,2025-12-12
REV00229,CUST0522,PROD032,5,2025-12-15
REV00230,CUST0217,PROD021,5,2025-01-26
REV00231,CUST0350,PROD035,1,2026-03-24
REV00232,CUST0102,PROD014,4,2024-07-14
REV00233,CUST0417,PROD003,5,2025-09-24
REV00234,CUST0840,PROD021,1,2025-03-15
REV00235,CUST0449,PROD020,5,2024-12-01
REV00236,CUST0009,PROD035,3,2024-06-30
REV00237,CUST0881,PROD013,4,2025-10-05
REV00238,CUST0785,PROD022,3,2024-11-11
REV00239,CUST0860,PROD044,3,2025-02-14
REV00240,CUST0007,PROD036,2,2024-09-12
REV00241,CUST0786,PROD047,4,2026-01-05
REV00242,CUST0859,PROD039,3,2026-02-03
REV00243,CUST0392,PROD010,4,2024-07-04
REV00244,CUST0581,PROD023,4,2025-07-01
REV00245,CUST0286,PROD039,4,2025-12-22
REV00246,CUST0725,PROD008,2,2024-12-04
REV00247,CUST0156,PROD037,5,2024-12-03
REV00248,CUST0821,PROD013,5,2026-02-24
REV00249,CUST0130,PROD026,4,2024-08-09
REV00250,CUST0699,PROD020,3,2025-10-11
REV00251,CUST0577,PROD034,5,2024-07-21
REV00252,CUST0682,PROD001,5,2026-02-17
REV00253,CUST0553,PROD047,4,2025-09-14
REV00254,CUST0191,PROD011,3,2026-03-05
REV00255,CUST0435,PROD043,2,2025-08-20
REV00256,CUST0741,PROD002,3,2025-06-10
REV00257,CUST0944,PROD049,4,2026-01-15
REV00258,CUST0618,PROD041,2,2026-04-08
REV00259,CUST0881,PROD033,3,2024-08-23
REV00260,CUST0247,PROD022,2,2025-10-03
REV00261,CUST0106,PROD006,2,2024-11-22
REV00262,CUST0479,PROD037,3,2026-02-09
REV00263,CUST0739,PROD027,1,2025-03-27
REV00264,CUST0120,PROD031,3,2026-04-16
REV00265,CUST0831,PROD039,4,2025-07-29
REV00266,CUST0929,PROD034,2,2024-08-08
REV00267,CUST0518,PROD023,1,2026-01-03
REV00268,CUST0410,PROD046,1,2025-04-12
REV00269,CUST0189,PROD048,4,2024-11-11
REV00270,CUST0064,PROD044,4,2024-11-27
REV00271,CUST0811,PROD013,4,2025-03-25
REV00272,CUST0132,PROD036,3,2025-09-02
REV00273,CUST0692,PROD033,4,2025-09-05
REV00274,CUST0903,PROD022,1,2024-12-15
REV00275,CUST0087,PROD015,5,2024-07-04
REV00276,CUST0141,PROD003,1,2025-11-05
REV00277,CUST0493,PROD017,1,2025-02-27
REV00278,CUST0043,PROD016,1,2024-07-22
REV00279,CUST0796,PROD048,3,2025-04-04
REV00280,CUST0387,PROD027,5,2025-09-04
REV00281,CUST0689,PROD034,5,2025-02-22
REV00282,CUST0986,PROD027,4,2025-03-11
REV00283,CUST0032,PROD027,5,2025-11-09
REV00284,CUST0997,PROD049,4,2025-02-03
REV00285,CUST0456,PROD044,1,2025-07-02
REV00286,CUST0559,PROD014,2,2026-04-21
REV00287,CUST0840,PROD005,2,2026-03-17
REV00288,CUST0832,PROD007,4,2024-06-15
REV00289,CUST0243,PROD005,1,2025-07-06
REV00290,CUST0943,PROD006,5,2024-07-15
REV00291,CUST0950,PROD049,2,2025-07-13
REV00292,CUST0329,PROD023,2,2025-09-24
REV00293,CUST0368,PROD021,1,2026-03-19
REV00294,CUST0153,PROD033,5,2025-04-27
REV00295,CUST0042,PROD019,1,2024-12-01
REV00296,CUST0227,PROD009,1,2025-11-14
REV00297,CUST0316,PROD046,2,2025-07-15
REV00298,CUST0221,PROD001,4,2026-01-16
REV00299,CUST0875,PROD029,1,2026-01-08
REV00300,CUST0799,PROD035,5,2025-10-17
REV00301,CUST0151,PROD043,3,2025-02-28
REV00302,CUST0841,PROD027,2,2026-04-26
REV00303,CUST0209,PROD024,5,2025-11-18
REV00304,CUST0736,PROD048,3,2025-06-06
REV00305,CUST0686,PROD046,5,2025-04-26
REV00306,CUST0232,PROD018,3,2025-09-21
REV00307,CUST0350,PROD022,5,2025-01-28
REV00308,CUST0157,PROD009,1,2024-09-04
REV00309,CUST0389,PROD044,1,2024-11-05
REV00310,CUST0497,PROD010,3,2024-08-12
REV00311,CUST0678,PROD017,2,2026-03-28
REV00312,CUST0314,PROD003,1,2024-12-09
REV00313,CUST0583,PROD008,5,2024-10-07
REV00314,CUST0642,PROD015,2,2025-10-07
REV00315,CUST0221,PROD042,2,2024-12-21
REV00316,CUST0709,PROD033,2,2025-11-29
REV00317,CUST0861,PROD020,3,2026-01-24
REV00318,CUST0009,PROD029,5,2025-08-27
REV00319,CUST0964,PROD038,5,2025-05-15
REV00320,CUST0196,PROD039,4,2026-04-23
REV00321,CUST0574,PROD040,4,2025-07-18
REV00322,CUST0416,PROD033,3,2025-11-16
REV00323,CUST0503,PROD002,3,2026-04-03
REV00324,CUST0664,PROD048,5,2025-08-19
REV00325,CUST0515,PROD002,2,2025-02-27
REV00326,CUST0472,PROD046,4,2026-02-13
REV00327,CUST0084,PROD018,2,2025-11-30
REV00328,CUST0748,PROD034,3,2025-08-05
REV00329,CUST0848,PROD013,4,2026-05-25
REV00330,CUST0910,PROD003,2,2025-05-15
REV00331,CUST0117,PROD018,1,2024-09-19
REV00332,CUST0142,PROD010,2,2026-01-25
REV00333,CUST0273,PROD022,5,2024-06-19
REV00334,CUST0890,PROD011,2,2026-04-29
REV00335,CUST0322,PROD050,4,2025-05-24
REV00336,CUST0503,PROD050,4,2025-03-19
REV00337,CUST0365,PROD042,5,2025-11-25
REV00338,CUST0740,PROD001,2,2026-04-18
REV00339,CUST0173,PROD009,4,2026-01-02
REV00340,CUST0847,PROD033,4,2025-11-07
REV00341,CUST0799,PROD026,5,2026-05-29
REV00342,CUST0482,PROD029,5,2026-01-01
REV00343,CUST0282,PROD040,2,2025-07-08
REV00344,CUST0530,PROD010,4,2025-09-30
REV00345,CUST0026,PROD039,5,2025-09-02
REV00346,CUST0223,PROD030,1,2026-04-23
REV00347,CUST0480,PROD030,2,2024-11-17
REV00348,CUST0359,PROD037,3,2026-06-05
REV00349,CUST0651,PROD015,4,2026-05-03
REV00350,CUST0071,PROD028,5,2026-02-04
REV00351,CUST0826,PROD001,5,2026-02-21
REV00352,CUST0651,PROD041,4,2025-07-24
REV00353,CUST0123,PROD024,4,2024-11-12
REV00354,CUST0094,PROD013,1,2026-06-06
REV00355,CUST0136,PROD019,5,2025-12-03
REV00356,CUST0588,PROD001,3,2025-07-13
REV00357,CUST0327,PROD007,1,2024-12-28
REV00358,CUST0725,PROD002,3,2025-11-06
REV00359,CUST0752,PROD030,3,2024-10-24
REV00360,CUST0398,PROD030,2,2025-04-18
REV00361,CUST0470,PROD050,2,2024-09-02
REV00362,CUST0878,PROD033,5,2026-05-10
REV00363,CUST0762,PROD038,4,2026-04-30
REV00364,CUST0346,PROD012,1,2025-03-04
REV00365,CUST0419,PROD038,2,2025-11-24
REV00366,CUST0640,PROD030,5,2025-08-27
REV00367,CUST0064,PROD020,4,2024-09-17
REV00368,CUST0703,PROD027,5,2025-09-03
REV00369,CUST0145,PROD037,4,2026-03-26
REV00370,CUST0786,PROD028,1,2026-03-04
REV00371,CUST0132,PROD035,3,2024-09-29
REV00372,CUST0581,PROD015,4,2026-01-04
REV00373,CUST0235,PROD012,5,2026-03-22
REV00374,CUST0831,PROD049,4,2026-05-11
REV00375,CUST0104,PROD035,1,2026-02-27
REV00376,CUST0903,PROD029,1,2026-02-09
REV00377,CUST0116,PROD018,5,2025-02-09
REV00378,CUST0160,PROD003,5,2025-08-25
REV00379,CUST0829,PROD029,3,2025-08-27
REV00380,CUST0232,PROD027,1,2026-01-14
REV00381,CUST0478,PROD024,2,2025-07-14
REV00382,CUST0295,PROD040,4,2026-03-21
REV00383,CUST0505,PROD035,4,2024-08-31
REV00384,CUST0205,PROD044,1,2026-02-25
REV00385,CUST0328,PROD034,1,2025-04-16
REV00386,CUST0484,PROD022,5,2026-02-01
REV00387,CUST0708,PROD024,2,2024-08-18
REV00388,CUST0170,PROD025,2,2025-10-26
REV00389,CUST0043,PROD023,2,2025-05-16
REV00390,CUST0335,PROD042,3,2025-07-15
REV00391,CUST0230,PROD048,2,2025-04-27
REV00392,CUST0330,PROD050,5,2025-03-12
REV00393,CUST0192,PROD039,1,2024-08-10
REV00394,CUST0064,PROD030,3,2024-09-17
REV00395,CUST0635,PROD012,5,2024-11-25
REV00396,CUST0185,PROD049,2,2025-12-10
REV00397,CUST0932,PROD037,4,2026-05-05
REV00398,CUST0849,PROD023,4,2025-06-20
REV00399,CUST0606,PROD048,5,2026-04-03
REV00400,CUST0626,PROD014,5,2026-05-02
REV00401,CUST0145,PROD021,2,2024-09-10
REV00402,CUST0488,PROD018,5,2025-09-19
REV00403,CUST0589,PROD033,4,2025-06-01
REV00404,CUST0348,PROD016,1,2025-03-23
REV00405,CUST0233,PROD042,1,2026-03-23
REV00406,CUST0947,PROD008,2,2025-10-01
REV00407,CUST0824,PROD017,2,2024-08-10
REV00408,CUST0721,PROD045,3,2025-02-27
REV00409,CUST0907,PROD031,4,2024-10-07
REV00410,CUST0216,PROD031,2,2024-06-20
REV00411,CUST0851,PROD008,1,2025-04-12
REV00412,CUST0731,PROD011,1,2025-07-29
REV00413,CUST0143,PROD012,3,2025-06-05
REV00414,CUST0740,PROD037,2,2024-10-29
REV00415,CUST0364,PROD029,5,2026-02-13
REV00416,CUST0974,PROD034,4,2025-01-02
REV00417,CUST0659,PROD011,4,2025-12-24
REV00418,CUST0709,PROD040,4,2026-01-11
REV00419,CUST0674,PROD015,5,2024-08-25
REV00420,CUST0185,PROD007,2,2024-08-23
REV00421,CUST0012,PROD025,2,2024-09-07
REV00422,CUST0002,PROD014,3,2026-03-31
REV00423,CUST0653,PROD015,5,2025-07-13
REV00424,CUST0397,PROD028,1,2025-03-11
REV00425,CUST0563,PROD029,2,2025-10-12
REV00426,CUST0770,PROD032,3,2025-06-26
REV00427,CUST0030,PROD041,2,2024-07-12
REV00428,CUST0583,PROD026,2,2026-04-03
REV00429,CUST0393,PROD049,3,2025-06-10
REV00430,CUST0217,PROD033,3,2025-07-02
REV00431,CUST0898,PROD023,3,2026-04-29
REV00432,CUST0669,PROD032,3,2024-09-01
REV00433,CUST0033,PROD039,5,2025-04-21
REV00434,CUST0078,PROD012,3,2024-11-23
REV00435,CUST0213,PROD050,5,2026-02-13
REV00436,CUST0827,PROD046,1,2024-07-28
REV00437,CUST0334,PROD019,3,2025-12-26
REV00438,CUST0455,PROD013,2,2026-05-13
REV00439,CUST0431,PROD037,5,2025-08-06
REV00440,CUST0343,PROD011,1,2026-06-01
REV00441,CUST0804,PROD048,3,2026-04-19
REV00442,CUST0401,PROD011,2,2024-07-10
REV00443,CUST0969,PROD045,1,2025-03-01
REV00444,CUST0585,PROD006,4,2025-09-18
REV00445,CUST0875,PROD023,5,2026-05-06
REV00446,CUST0416,PROD049,2,2026-05-12
REV00447,CUST0692,PROD041,3,2024-08-26
REV00448,CUST0842,PROD007,5,2026-03-15
REV00449,CUST0132,PROD031,2,2025-01-13
REV00450,CUST0431,PROD050,5,2026-01-29
REV00451,CUST0564,PROD021,1,2024-10-26
REV00452,CUST0767,PROD041,2,2025-04-12
REV00453,CUST0996,PROD042,1,2024-11-15
REV00454,CUST0841,PROD001,3,2025-02-24
REV00455,CUST0990,PROD020,1,2025-02-18
REV00456,CUST0825,PROD028,1,2025-07-27
REV00457,CUST0258,PROD018,4,2025-04-20
REV00458,CUST0838,PROD042,3,2025-03-08
REV00459,CUST0995,PROD031,2,2025-06-20
REV00460,CUST0872,PROD031,4,2025-10-28
REV00461,CUST0642,PROD014,1,2025-01-26
REV00462,CUST0761,PROD037,1,2025-08-19
REV00463,CUST0017,PROD012,4,2026-05-19
REV00464,CUST0392,PROD049,1,2024-10-16
REV00465,CUST0526,PROD006,5,2025-01-15
REV00466,CUST0427,PROD044,4,2025-05-04
REV00467,CUST0808,PROD025,5,2025-01-17
REV00468,CUST0542,PROD022,1,2024-09-24
REV00469,CUST0466,PROD034,4,2026-05-07
REV00470,CUST0342,PROD020,3,2025-09-09
REV00471,CUST0481,PROD050,3,2026-05-30
REV00472,CUST0412,PROD028,5,2025-03-07
REV00473,CUST0270,PROD032,4,2024-06-23
REV00474,CUST0822,PROD024,5,2025-04-19
REV00475,CUST0017,PROD045,2,2024-09-26
REV00476,CUST0817,PROD032,2,2025-02-25
REV00477,CUST0610,PROD019,2,2024-10-27
REV00478,CUST0812,PROD010,2,2026-01-21
REV00479,CUST0917,PROD012,4,2024-08-09
REV00480,CUST0077,PROD009,5,2024-11-03
REV00481,CUST0340,PROD003,2,2024-07-12
REV00482,CUST0184,PROD027,3,2025-05-10
REV00483,CUST0753,PROD026,4,2025-02-19
REV00484,CUST0050,PROD014,3,2024-07-26
REV00485,CUST0407,PROD048,3,2025-05-16
REV00486,CUST0287,PROD022,1,2026-02-07
REV00487,CUST0678,PROD040,1,2025-01-06
REV00488,CUST0283,PROD047,2,2025-11-01
REV00489,CUST0166,PROD014,5,2025-10-05
REV00490,CUST0455,PROD015,2,2026-04-16
REV00491,CUST0184,PROD007,4,2024-09-26
REV00492,CUST0576,PROD032,3,2025-12-10
REV00493,CUST0092,PROD025,5,2024-09-30
REV00494,CUST0708,PROD005,5,2025-07-24
REV00495,CUST0726,PROD020,4,2026-02-11
REV00496,CUST0998,PROD039,1,2025-11-27
REV00497,CUST0213,PROD031,5,2025-02-21
REV00498,CUST0547,PROD038,4,2025-08-15
REV00499,CUST0375,PROD006,1,2026-02-26
REV00500,CUST0695,PROD005,1,2026-01-18
REV00501,CUST0324,PROD005,5,2026-05-31
REV00502,CUST0120,PROD049,2,2026-05-19
REV00503,CUST0221,PROD019,5,2024-09-09
REV00504,CUST0785,PROD018,5,2026-01-14
REV00505,CUST0864,PROD020,3,2025-04-04
REV00506,CUST0184,PROD008,4,2024-09-18
REV00507,CUST0429,PROD007,1,2025-06-04
REV00508,CUST0023,PROD034,4,2024-08-31
REV00509,CUST0838,PROD027,1,2025-11-10
REV00510,CUST0256,PROD038,5,2025-04-16
REV00511,CUST0245,PROD009,2,2025-08-14
REV00512,CUST0881,PROD029,4,2026-03-27
REV00513,CUST0373,PROD008,1,2025-11-28
REV00514,CUST0768,PROD017,3,2025-06-18
REV00515,CUST0513,PROD028,1,2024-09-26
REV00516,CUST0186,PROD011,2,2026-03-29
REV00517,CUST0085,PROD022,1,2026-04-07
REV00518,CUST0013,PROD016,2,2025-01-05
REV00519,CUST0078,PROD001,3,2025-04-23
REV00520,CUST0303,PROD050,2,2026-05-22
REV00521,CUST0822,PROD048,2,2025-04-16
REV00522,CUST0007,PROD003,3,2025-04-04
REV00523,CUST0878,PROD044,3,2024-08-05
REV00524,CUST0845,PROD018,2,2025-07-05
REV00525,CUST0256,PROD043,4,2025-06-03
REV00526,CUST0291,PROD027,5,2025-11-10
REV00527,CUST0275,PROD046,2,2025-10-16
REV00528,CUST0849,PROD018,2,2025-04-01
REV00529,CUST0811,PROD015,2,2025-12-09
REV00530,CUST0624,PROD008,2,2024-06-18
REV00531,CUST0186,PROD007,1,2026-01-03
REV00532,CUST0628,PROD009,2,2026-05-30
REV00533,CUST0274,PROD027,1,2025-02-15
REV00534,CUST0186,PROD016,1,2025-09-10
REV00535,CUST0649,PROD007,3,2024-08-31
REV00536,CUST0493,PROD023,3,2025-03-02
REV00537,CUST0482,PROD033,1,2024-11-09
REV00538,CUST0273,PROD033,3,2024-06-30
REV00539,CUST0379,PROD012,5,2025-01-06
REV00540,CUST0572,PROD049,5,2025-08-18
REV00541,CUST0402,PROD035,3,2024-12-02
REV00542,CUST0366,PROD024,3,2025-12-12
REV00543,CUST0789,PROD033,1,2024-11-03
REV00544,CUST0355,PROD029,5,2026-06-03
REV00545,CUST0961,PROD042,2,2026-01-20
REV00546,CUST0634,PROD031,2,2025-07-05
REV00547,CUST0099,PROD021,5,2025-02-06
REV00548,CUST0125,PROD037,3,2024-06-30
REV00549,CUST0452,PROD002,1,2026-01-21
REV00550,CUST0020,PROD004,2,2025-08-03
REV00551,CUST0660,PROD023,3,2024-08-24
REV00552,CUST0845,PROD017,2,2026-03-31
REV00553,CUST0961,PROD024,3,2025-12-30
REV00554,CUST0496,PROD032,1,2025-12-09
REV00555,CUST0761,PROD001,5,2025-01-02
REV00556,CUST0110,PROD039,1,2025-11-09
REV00557,CUST0551,PROD022,3,2025-07-31
REV00558,CUST0386,PROD037,5,2024-08-21
