order_id,customer_id,product_id,order_date,quantity,sales_amount
ORD00083,CUST0824,PROD030,2025-07-30,1,1665.33
ORD00084,CUST0580,PROD033,2026-04-12,2,8551.74
ORD00085,CUST0538,PROD048,2024-12-03,5,8871.27
ORD00086,CUST0978,PROD049,2024-12-30,3,12758.26
ORD00087,CUST0533,PROD044,2024-11-16,5,5685.48
ORD00088,CUST0228,PROD014,2026-04-02,3,10013.78
ORD00089,CUST0224,PROD050,2024-07-14,5,6626.74
ORD00090,CUST0780,PROD017,2024-12-13,2,1696.02
ORD00091,CUST0168,PROD040,2025-11-19,3,6728.98
ORD00092,CUST0577,PROD043,2025-04-06,1,1304.88
ORD00093,CUST0918,PROD041,2024-11-22,4,12568.61
ORD00094,CUST0339,PROD013,2025-05-15,5,17175.94
ORD00095,CUST0301,PROD043,2024-09-03,2,1826.68
ORD00096,CUST0107,PROD032,2025-01-13,4,9826.58
ORD00097,CUST0606,PROD031,2025-09-03,1,2729.73
ORD00098,CUST0109,PROD032,2025-10-01,4,8033.4
ORD00099,CUST0958,PROD034,2026-05-18,1,3001.84
ORD00100,CUST0968,PROD025,2025-08-26,5,24116.94
ORD00101,CUST0964,PROD045,2024-07-23,1,2241.1
ORD00102,CUST0060,PROD037,2026-04-06,1,3332.41
ORD00103,CUST0740,PROD024,2024-11-24,2,4197.09
ORD00104,CUST0854,PROD046,2025-06-15,5,11683.95
ORD00105,CUST0531,PROD050,2025-12-16,4,3120.57
ORD00106,CUST0016,PROD027,2026-05-26,1,1960.01
ORD00107,CUST0451,PROD013,2025-02-25,2,6756.6
ORD00108,CUST0854,PROD022,2025-02-18,1,1869.91
ORD00109,CUST0626,PROD020,2024-11-29,1,3587.06
ORD00110,CUST0812,PROD014,2025-04-07,3,6072.89
ORD00111,CUST0071,PROD050,2025-05-02,5,9424.87
ORD00112,CUST0538,PROD003,2024-10-05,1,1838.31
ORD00113,CUST0577,PROD014,2026-01-11,5,18636.06
ORD00114,CUST0241,PROD039,2026-02-25,1,2713.92
ORD00115,CUST0913,PROD025,2024-09-14,2,6070.59
ORD00116,CUST0311,PROD038,2026-02-10,3,5244.06
ORD00117,CUST0777,PROD004,2025-04-15,4,18235.39
ORD00118,CUST0522,PROD026,2024-10-26,3,4941.79
ORD00119,CUST0671,PROD044,2024-06-25,3,11270.23
ORD00120,CUST0240,PROD050,2025-06-16,4,5072.12
ORD00121,CUST0136,PROD001,2025-09-03,1,1579.51
ORD00122,CUST0541,PROD030,2025-01-03,5,16948.27
ORD00123,CUST0752,PROD025,2025-06-05,4,16129.15
ORD00124,CUST0030,PROD008,2024-12-03,5,23867.05
ORD00125,CUST0121,PROD036,2025-09-10,5,3912.41
ORD00126,CUST0434,PROD010,2024-10-29,2,1964.9
ORD00127,CUST0014,PROD024,2024-10-19,3,4776.74
ORD00128,CUST0455,PROD034,2025-04-06,4,8604.91
ORD00129,CUST0440,PROD017,2026-05-24,5,12867.97
ORD00130,CUST0183,PROD009,2025-12-21,5,19143.11
ORD00131,CUST0168,PROD028,2025-12-03,1,2307.43
ORD00132,CUST0964,PROD014,2025-12-14,1,4759.59
ORD00133,CUST0029,PROD003,2026-04-16,3,11417.17
ORD00134,CUST0655,PROD036,2025-06-15,3,2185.63
ORD00135,CUST0478,PROD049,2026-04-25,4,14318.97
ORD00136,CUST0596,PROD008,2024-12-25,2,4228.81
ORD00137,CUST0885,PROD045,2024-08-13,2,3648.54
ORD00138,CUST0780,PROD003,2024-08-03,3,14179.55
ORD00139,CUST0311,PROD003,2026-01-30,2,1229.35
ORD00140,CUST0423,PROD014,2025-01-11,3,7211.01
ORD00141,CUST0295,PROD022,2025-06-24,1,4282.74
ORD00142,CUST0008,PROD035,2025-08-17,2,8671.48
ORD00143,CUST0294,PROD029,2026-03-21,1,3371.51
ORD00144,CUST0188,PROD027,2024-06-25,1,742.61
ORD00145,CUST0892,PROD011,2026-05-15,4,10054.27
ORD00146,CUST0385,PROD032,2024-06-13,5,8930.22
ORD00147,CUST0899,PROD009,2025-06-12,1,3607.43
ORD00148,CUST0372,PROD021,2026-04-19,5,13305.37
ORD00149,CUST0915,PROD001,2025-03-15,5,9651.08
ORD00150,CUST0472,PROD008,2026-03-15,5,3695.36
ORD00151,CUST0297,PROD025,2025-08-17,2,4709.84
ORD00152,CUST0635,PROD009,2025-06-04,1,3009.33
ORD00153,CUST0426,PROD035,2025-05-25,2,7009.33
ORD00154,CUST0278,PROD023,2025-02-23,5,14606.22
ORD00155,CUST0163,PROD021,2026-03-04,5,4803.57
ORD00156,CUST0424,PROD047,2025-08-09,4,14671.35
ORD00157,CUST0999,PROD025,2024-09-02,1,4372.61
ORD00158,CUST0013,PROD023,2025-07-29,4,11563.3
ORD00159,CUST0586,PROD012,2025-11-30,4,9303.3
ORD00160,CUST0237,PROD042,2025-08-24,4,2611.97
ORD00161,CUST0134,PROD026,2025-03-03,3,5120.62
ORD00162,CUST0104,PROD009,2026-04-19,2,4508.7
ORD00163,CUST0575,PROD003,2025-05-10,3,5213.3
ORD00164,CUST0303,PROD031,2025-08-09,1,3549.46
ORD00165,CUST0308,PROD050,2025-08-22,1,2396.58
ORD00166,CUST0896,PROD012,2025-04-11,3,9694.78
ORD00167,CUST0831,PROD045,2025-02-16,5,5324.72
ORD00168,CUST0674,PROD025,2025-10-13,3,5478.62
ORD00169,CUST0485,PROD048,2025-10-21,2,7123.29
ORD00170,CUST0836,PROD008,2025-10-22,1,1177.43
ORD00171,CUST0606,PROD013,2026-02-02,4,8046.81
ORD00172,CUST0929,PROD008,2024-12-23,2,1672.08
ORD00173,CUST0890,PROD028,2025-08-13,1,4872.55
ORD00174,CUST0706,PROD044,2025-05-12,3,7605.55
ORD00175,CUST0657,PROD007,2025-10-25,2,4963.37
ORD00176,CUST0393,PROD002,2025-10-03,1,2257.55
ORD00177,CUST0933,PROD030,2025-01-14,5,6624.63
ORD00178,CUST0905,PROD028,2024-07-16,4,17909.61
ORD00179,CUST0625,PROD033,2025-05-26,4,15946.43
ORD00180,CUST0105,PROD020,2024-12-29,5,11906.82
ORD00181,CUST0790,PROD023,2025-12-11,4,18806.44
ORD00182,CUST0204,PROD019,2025-10-24,4,16021.95
ORD00183,CUST0985,PROD010,2024-12-27,1,4269.68
ORD00184,CUST0732,PROD029,2024-09-19,2,7296.7
ORD00185,CUST0907,PROD020,2026-05-08,5,8079.0
ORD00186,CUST0925,PROD034,2024-10-25,2,5027.36
ORD00187,CUST0681,PROD048,2025-11-05,4,12252.35
ORD00188,CUST0207,PROD039,2025-06-10,4,18678.16
ORD00189,CUST0862,PROD011,2025-11-14,4,6554.84
ORD00190,CUST0989,PROD014,2025-04-30,4,12525.47
ORD00191,CUST0171,PROD045,2025-12-31,4,10209.51
ORD00192,CUST0464,PROD049,2024-09-12,5,13087.98
ORD00193,CUST0342,PROD012,2025-06-12,1,4495.93
ORD00194,CUST0801,PROD030,2026-02-18,5,21503.62
ORD00195,CUST0703,PROD008,2025-08-02,2,7314.43
ORD00196,CUST0481,PROD029,2024-11-19,1,672.06
ORD00197,CUST0032,PROD001,2026-04-06,2,3796.9
ORD00198,CUST0875,PROD024,2025-04-21,2,4351.5
ORD00199,CUST0724,PROD035,2024-06-27,5,17278.64
ORD00200,CUST0614,PROD002,2024-11-02,4,17902.94
ORD00201,CUST0350,PROD042,2026-01-18,4,11280.92
ORD00202,CUST0289,PROD008,2026-02-28,3,8048.61
ORD00203,CUST0087,PROD002,2025-01-07,2,9159.64
ORD00204,CUST0574,PROD005,2024-11-10,5,15251.87
ORD00205,CUST0754,PROD036,2025-01-13,5,16996.86
ORD00206,CUST0058,PROD003,2024-11-03,5,15788.92
ORD00207,CUST0850,PROD049,2025-08-08,2,6487.77
ORD00208,CUST0679,PROD033,2026-03-24,3,6429.46
ORD00209,CUST0147,PROD009,2024-10-19,5,15627.04
ORD00210,CUST0800,PROD048,2026-05-31,5,20664.25
ORD00211,CUST0916,PROD005,2024-11-05,5,8356.38
ORD00212,CUST0340,PROD017,2025-03-18,4,13661.78
ORD00213,CUST0957,PROD004,2026-05-03,1,3003.7
ORD00214,CUST0779,PROD027,2026-02-13,2,9489.65
ORD00215,CUST0051,PROD047,2025-10-29,4,15146.65
ORD00216,CUST0658,PROD006,2025-11-19,4,3644.83
ORD00217,CUST0635,PROD007,2024-12-05,1,2341.02
ORD00218,CUST0977,PROD041,2025-06-29,5,14637.05
ORD00219,CUST0677,PROD042,2025-08-17,1,2885.83
ORD00220,CUST0998,PROD027,2026-01-15,5,21918.04
ORD00221,CUST0065,PROD026,2025-09-18,3,5149.57
ORD00222,CUST0132,PROD043,2025-10-14,2,8092.11
ORD00223,CUST0002,PROD043,2024-09-04,3,9196.96
ORD00224,CUST0215,PROD040,2024-06-12,1,2662.69
ORD00225,CUST0193,PROD030,2025-07-10,5,9103.39
ORD00226,CUST0401,PROD033,2025-12-16,1,1014.3
ORD00227,CUST0779,PROD020,2024-11-25,1,1764.26
ORD00228,CUST0566,PROD013,2025-11-26,5,14144.33
ORD00229,CUST0705,PROD010,2025-02-14,1,2218.48
ORD00230,CUST0233,PROD024,2026-01-24,2,7238.62
ORD00231,CUST0850,PROD029,2026-03-31,4,18145.63
ORD00232,CUST0261,PROD030,2025-03-19,5,3986.97
ORD00233,CUST0577,PROD012,2024-07-02,5,4885.13
ORD00234,CUST0459,PROD009,2024-07-19,5,15963.7
ORD00235,CUST0932,PROD032,2025-07-24,4,6426.71
ORD00236,CUST0127,PROD044,2025-07-24,4,6003.08
ORD00237,CUST0445,PROD014,2025-12-04,5,11635.14
ORD00238,CUST0717,PROD018,2026-03-16,4,3944.31
ORD00239,CUST0300,PROD010,2026-01-03,3,11967.67
ORD00240,CUST0216,PROD031,2024-11-20,5,23579.16
ORD00241,CUST0952,PROD012,2026-03-27,2,5027.45
ORD00242,CUST0728,PROD010,2025-10-02,3,10295.23
ORD00243,CUST0635,PROD036,2026-03-31,3,8653.42
ORD00244,CUST0225,PROD025,2025-08-05,4,15798.99
ORD00245,CUST0562,PROD014,2026-03-28,1,3243.82
ORD00246,CUST0130,PROD042,2026-05-02,3,14025.58
ORD00247,CUST0057,PROD046,2026-06-07,3,10566.9
ORD00248,CUST0740,PROD032,2026-03-17,4,8402.6
ORD00249,CUST0027,PROD048,2026-05-24,3,6877.68
ORD00250,CUST0513,PROD047,2024-09-03,3,5574.09
ORD00251,CUST0788,PROD048,2025-11-22,2,2562.46
ORD00252,CUST0720,PROD023,2025-02-14,5,20972.48
ORD00253,CUST0996,PROD032,2025-01-09,5,9485.5
ORD00254,CUST0027,PROD027,2026-04-05,5,6314.79
ORD00255,CUST0880,PROD021,2025-04-30,5,17883.88
ORD00256,CUST0618,PROD002,2025-03-13,1,2771.72
ORD00257,CUST0055,PROD003,2025-02-05,3,6078.17
ORD00258,CUST0705,PROD044,2025-08-15,3,14984.03
ORD00259,CUST0330,PROD012,2025-10-28,2,1162.16
ORD00260,CUST0963,PROD027,2025-08-16,5,8820.84
ORD00261,CUST0523,PROD020,2025-10-01,2,5906.9
ORD00262,CUST0262,PROD001,2025-07-18,2,4342.63
ORD00263,CUST0957,PROD047,2025-12-27,2,1261.05
ORD00264,CUST0497,PROD020,2025-06-06,5,23092.99
ORD00265,CUST0811,PROD023,2024-12-05,3,12795.47
ORD00266,CUST0816,PROD014,2025-10-03,1,4517.43
ORD00267,CUST0062,PROD008,2025-12-25,4,3132.52
ORD00268,CUST0437,PROD016,2024-11-16,2,3657.23
ORD00269,CUST0515,PROD003,2024-12-16,2,9391.89
ORD00270,CUST0695,PROD049,2025-11-20,3,1919.64
ORD00271,CUST0080,PROD037,2025-05-02,2,6867.63
ORD00272,CUST0005,PROD011,2026-01-04,4,4541.53
ORD00273,CUST0440,PROD049,2024-06-13,5,7375.39
ORD00274,CUST1000,PROD002,2026-01-10,3,1857.84
ORD00275,CUST0759,PROD002,2026-01-25,4,7415.34
ORD00276,CUST0522,PROD011,2024-10-25,1,3015.27
ORD00277,CUST0304,PROD013,2025-11-28,2,4201.32
ORD00278,CUST0234,PROD003,2026-06-01,5,24957.36
ORD00279,CUST0176,PROD035,2025-03-26,1,4692.71
ORD00280,CUST0254,PROD024,2026-03-16,1,1864.76
ORD00281,CUST0100,PROD028,2025-04-05,5,6427.92
ORD00282,CUST0740,PROD045,2024-08-25,3,7262.78
ORD00283,CUST0496,PROD026,2026-06-02,4,5539.5
ORD00284,CUST0039,PROD020,2025-05-24,4,8919.52
ORD00285,CUST0584,PROD043,2026-04-10,4,19376.96
ORD00286,CUST0404,PROD011,2025-12-23,1,2301.46
ORD00287,CUST0034,PROD029,2025-08-27,2,3073.48
ORD00288,CUST0456,PROD022,2025-12-02,4,11813.83
ORD00289,CUST0812,PROD016,2025-12-13,5,2957.78
ORD00290,CUST0808,PROD032,2025-06-20,4,2880.56
ORD00291,CUST0804,PROD001,2026-01-15,5,11015.01
ORD00292,CUST0342,PROD050,2025-08-24,5,2565.44
ORD00293,CUST0054,PROD020,2025-06-28,5,14149.0
ORD00294,CUST0389,PROD011,2025-07-02,2,2686.73
ORD00295,CUST0386,PROD040,2025-07-12,3,9167.01
ORD00296,CUST0927,PROD040,2025-08-21,1,4797.6
ORD00297,CUST0409,PROD042,2024-10-03,5,20878.31
ORD00298,CUST0331,PROD047,2025-07-17,4,10906.46
ORD00299,CUST0676,PROD043,2026-02-25,2,2783.26
ORD00300,CUST0629,PROD023,2025-08-04,5,8909.02
ORD00301,CUST0549,PROD008,2025-04-07,3,9352.82
ORD00302,CUST0260,PROD002,2025-11-27,3,7815.16
ORD00303,CUST0948,PROD035,2024-08-22,2,2740.21
ORD00304,CUST0948,PROD023,2026-03-10,5,13451.82
ORD00305,CUST0932,PROD043,2025-11-09,4,13053.56
ORD00306,CUST0275,PROD044,2024-12-20,5,23054.34
ORD00307,CUST0551,PROD036,2024-12-31,3,10219.66
ORD00308,CUST0074,PROD039,2025-11-16,4,16191.68
ORD00309,CUST0031,PROD027,2025-04-18,3,6433.04
ORD00310,CUST0436,PROD030,2024-07-12,4,14976.64
ORD00311,CUST0031,PROD009,2026-05-29,4,19705.53
ORD00312,CUST0029,PROD034,2026-03-06,5,22131.88
ORD00313,CUST0404,PROD022,2024-12-13,5,5183.93
ORD00314,CUST0592,PROD020,2026-05-15,3,10053.91
ORD00315,CUST0301,PROD047,2025-12-12,2,8546.32
ORD00316,CUST0736,PROD006,2025-08-30,3,3052.56
ORD00317,CUST0525,PROD021,2024-10-16,5,9901.52
ORD00318,CUST0455,PROD026,2025-10-22,5,6037.37
ORD00319,CUST0737,PROD005,2026-01-29,4,8997.54
ORD00320,CUST0269,PROD016,2025-11-10,4,2315.34
ORD00321,CUST0242,PROD033,2024-10-15,2,3557.12
ORD00322,CUST0806,PROD020,2025-09-10,2,7940.59
ORD00323,CUST0826,PROD002,2025-04-16,2,4071.41
ORD00324,CUST0830,PROD037,2025-10-26,4,15001.41
ORD00325,CUST0890,PROD026,2024-08-12,1,501.74
ORD00326,CUST0088,PROD010,2025-09-02,3,8464.92
ORD00327,CUST0355,PROD021,2024-07-18,2,6868.61
ORD00328,CUST0969,PROD029,2025-02-05,3,4251.29
ORD00329,CUST0624,PROD038,2025-02-15,5,20053.12
ORD00330,CUST0092,PROD001,2025-04-06,4,4807.93
ORD00331,CUST0661,PROD039,2026-02-26,1,689.35
ORD00332,CUST0525,PROD015,2026-06-04,5,24076.35
ORD00333,CUST0660,PROD009,2024-12-20,5,24116.37
ORD00334,CUST0680,PROD050,2025-11-26,1,3154.29
ORD00335,CUST0333,PROD003,2024-08-07,2,3052.38
ORD00336,CUST0224,PROD023,2024-12-22,5,10603.59
ORD00337,CUST0810,PROD020,2024-09-25,5,22459.96
ORD00338,CUST0324,PROD007,2025-07-13,1,2387.0
ORD00339,CUST0106,PROD027,2025-11-01,5,9142.43
ORD00340,CUST0079,PROD012,2025-10-13,4,19796.31
ORD00341,CUST0947,PROD048,2025-08-13,5,24140.17
ORD00342,CUST0615,PROD050,2025-05-23,1,1788.89
ORD00343,CUST0054,PROD034,2025-12-22,1,3279.76
ORD00344,CUST0847,PROD039,2025-04-15,4,18325.19
ORD00345,CUST0018,PROD032,2025-03-17,5,3675.21
ORD00346,CUST0954,PROD011,2025-07-28,3,4126.86
ORD00347,CUST0377,PROD003,2025-11-03,5,19982.12
ORD00348,CUST0689,PROD044,2024-09-21,1,3416.86
ORD00349,CUST0761,PROD040,2025-05-18,4,2768.89
ORD00350,CUST0842,PROD047,2025-06-25,3,9485.82
ORD00351,CUST0975,PROD013,2024-11-13,2,7766.33
ORD00352,CUST0748,PROD033,2025-09-25,2,9730.54
ORD00353,CUST0792,PROD041,2025-09-22,1,4185.15
ORD00354,CUST0135,PROD019,2026-05-31,4,6935.47
ORD00355,CUST0230,PROD012,2025-12-07,2,2714.98
ORD00356,CUST0695,PROD041,2025-02-27,5,14496.95
ORD00357,CUST0372,PROD004,2026-01-21,3,4280.66
ORD00358,CUST0457,PROD029,2026-03-21,3,13754.41
ORD00359,CUST0661,PROD012,2026-03-04,4,2771.06
ORD00360,CUST0590,PROD017,2025-01-28,2,6093.36
ORD00361,CUST0084,PROD017,2024-06-28,1,4405.38
ORD00362,CUST0899,PROD006,2024-07-23,3,7093.52
ORD00363,CUST0727,PROD031,2025-02-08,4,5188.06
ORD00364,CUST0120,PROD030,2024-08-23,4,4563.33
ORD00365,CUST0890,PROD008,2025-06-09,3,1790.77
ORD00366,CUST0461,PROD043,2025-12-02,4,7941.8
ORD00367,CUST0246,PROD006,2024-10-28,4,17409.43
ORD00368,CUST0158,PROD041,2025-12-30,2,7529.9
ORD00369,CUST0108,PROD028,2026-04-30,5,14534.56
ORD00370,CUST0291,PROD049,2025-10-18,5,12953.36
ORD00371,CUST0717,PROD041,2026-05-23,1,4665.68
ORD00372,CUST0544,PROD024,2025-10-14,4,10611.08
ORD00373,CUST0848,PROD003,2025-08-24,3,6045.37
ORD00374,CUST0726,PROD016,2025-12-03,2,5380.82
ORD00375,CUST0300,PROD007,2025-11-13,2,6194.01
ORD00376,CUST0792,PROD024,2025-03-22,1,1009.06
ORD00377,CUST0233,PROD033,2025-04-26,3,4545.98
ORD00378,CUST0833,PROD037,2025-09-16,5,14581.01
ORD00379,CUST0925,PROD046,2025-10-20,5,11704.22
ORD00380,CUST0922,PROD049,2025-08-21,5,4782.06
ORD00381,CUST0605,PROD004,2025-11-17,3,8904.59
ORD00382,CUST0502,PROD022,2025-05-19,4,17487.87
ORD00383,CUST0114,PROD025,2025-07-24,5,12022.23
ORD00384,CUST0420,PROD008,2026-01-25,3,6357.52
ORD00385,CUST0111,PROD012,2024-07-22,5,14874.02
ORD00386,CUST0233,PROD024,2025-01-26,4,12060.85
ORD00387,CUST0061,PROD027,2025-08-27,2,1285.02
ORD00388,CUST0832,PROD030,2025-07-08,2,8863.39
ORD00389,CUST0482,PROD022,2024-11-21,3,11065.83
ORD00390,CUST0504,PROD030,2025-04-11,3,2255.69
ORD00391,CUST0674,PROD023,2026-05-27,2,3836.09
ORD00392,CUST0810,PROD019,2026-02-01,3,12594.58
ORD00393,CUST0449,PROD041,2025-07-06,4,3821.22
ORD00394,CUST0809,PROD023,2026-04-23,5,9711.76
ORD00395,CUST0006,PROD015,2024-06-29,5,23596.27
ORD00396,CUST0707,PROD013,2025-08-13,3,4366.02
ORD00397,CUST0150,PROD039,2026-05-29,2,9424.11
ORD00398,CUST0403,PROD031,2024-10-19,1,4960.0
ORD00399,CUST0995,PROD014,2026-03-15,4,10082.69
ORD00400,CUST0162,PROD017,2025-04-12,4,12123.22
ORD00401,CUST0464,PROD035,2024-12-04,2,7065.5
ORD00402,CUST0035,PROD001,2024-07-03,1,1926.28
ORD00403,CUST0107,PROD001,2024-10-13,2,2548.84
ORD00404,CUST0576,PROD034,2025-10-15,2,1087.84
ORD00405,CUST0909,PROD026,2026-01-30,4,10159.0
ORD00406,CUST0025,PROD029,2025-06-02,3,3025.41
ORD00407,CUST0758,PROD025,2025-03-09,4,17592.39
ORD00408,CUST0706,PROD047,2025-08-05,5,11599.57
ORD00409,CUST0503,PROD044,2025-11-29,4,11939.01
ORD00410,CUST0616,PROD012,2024-08-12,5,16915.86
ORD00411,CUST0154,PROD040,2026-02-02,2,7393.23
ORD00412,CUST0691,PROD024,2024-07-10,3,3531.95
ORD00413,CUST0846,PROD025,2025-06-05,4,10334.6
ORD00414,CUST0257,PROD021,2025-07-21,2,9027.09
ORD00415,CUST0062,PROD049,2024-06-19,1,3709.92
ORD00416,CUST0996,PROD009,2025-03-02,5,5818.18
ORD00417,CUST0286,PROD010,2024-07-23,1,4816.3
ORD00418,CUST0173,PROD023,2024-07-05,2,9605.49
ORD00419,CUST0970,PROD028,2025-01-26,5,23401.67
ORD00420,CUST0054,PROD042,2025-08-16,5,19980.38
ORD00421,CUST0019,PROD046,2025-02-06,1,3240.51
ORD00422,CUST0791,PROD003,2024-06-17,3,3971.12
ORD00423,CUST0694,PROD012,2025-10-18,1,3699.21
ORD00424,CUST0758,PROD024,2025-03-29,3,14460.09
ORD00425,CUST0741,PROD045,2024-11-29,5,16865.11
ORD00426,CUST0014,PROD023,2025-08-16,4,13060.28
ORD00427,CUST0012,PROD026,2025-05-19,4,7905.99
ORD00428,CUST0635,PROD032,2024-10-15,3,10274.71
ORD00429,CUST0860,PROD047,2025-06-07,4,2776.78
ORD00430,CUST0305,PROD018,2024-10-09,5,8460.53
ORD00431,CUST0846,PROD003,2026-01-23,5,4509.96
ORD00432,CUST0812,PROD030,2026-05-18,4,15479.83
ORD00433,CUST0495,PROD028,2026-01-16,3,6861.13
ORD00434,CUST0687,PROD041,2025-12-21,3,12114.95
ORD00435,CUST0067,PROD006,2024-10-01,4,9372.41
ORD00436,CUST0814,PROD003,2025-02-26,2,1079.63
ORD00437,CUST0705,PROD003,2026-03-30,3,5868.5
ORD00438,CUST0057,PROD048,2026-05-08,5,21387.93
ORD00439,CUST0242,PROD010,2026-03-04,1,761.46
ORD00440,CUST0525,PROD011,2025-04-20,5,8083.34
ORD00441,CUST0723,PROD044,2026-05-21,3,2688.38
ORD00442,CUST0975,PROD019,2025-09-07,5,14863.43
ORD00443,CUST0587,PROD008,2024-07-28,1,3775.14
ORD00444,CUST0509,PROD027,2025-05-06,5,4531.05
ORD00445,CUST0809,PROD020,2025-01-29,3,10227.99
ORD00446,CUST0097,PROD023,2024-07-16,3,6754.15
ORD00447,CUST0678,PROD013,2024-10-06,4,4497.47
ORD00448,CUST0589,PROD045,2026-03-31,2,8923.11
ORD00449,CUST0501,PROD029,2025-08-21,4,16366.32
ORD00450,CUST0608,PROD014,2024-12-27,2,4689.95
